####gene WT_1 WT_2 WT_3 CTCF_4 CTCF_5 CTCF_6 Med12_7 Med12_8 Smc1_9 Smc1_10
uc007jse.1 0 2 0 0 0 2 0 3 0 0
uc007jsf.1 2 1 0 0 0 1 0 0 0 1
uc007jsg.1 10 3 1 2 0 1 2 2 1 2
uc007jsh.1 4 6 1 0 2 0 1 2 3 0
uc007jsi.1 0 0 0 0 0 0 0 0 0 0
uc007jsj.1 1 3 1 2 2 5 1 7 2 1
uc007jsk.1 0 0 0 0 0 0 0 0 0 0
uc007jsl.1 1 0 0 1 0 0 0 0 0 2
uc007jsm.1 0 0 0 0 0 0 0 0 0 0
uc007jsn.2 0 0 0 0 0 0 0 0 0 0
uc007jso.1 1 2 1 0 0 0 0 0 0 1
uc007jsp.1 162 328 83 52 31 148 50 131 229 281
uc007jsq.2 2 8 1 0 2 4 0 1 2 0
uc007jsr.2 0 0 0 0 0 0 0 0 0 0
uc007jss.2 0 0 0 0 0 0 0 0 0 0
uc007jst.2 0 0 0 0 0 0 0 0 0 0
uc007jsu.2 0 0 0 0 0 0 0 0 0 0
uc007jsv.2 0 0 0 0 0 0 0 0 0 0
uc007jsw.1 25 43 4 55 43 126 32 31 171 180
uc007jsx.1 0 0 0 0 0 0 0 0 0 0
uc007jsy.1 0 0 0 0 0 0 0 0 0 0
uc007jsz.1 0 0 0 0 0 0 0 0 0 0
uc007jta.1 1 1 0 0 0 3 0 0 2 7
uc007jtb.2 25 43 9 30 13 67 24 60 209 532
uc007jtc.2 4 6 1 1 0 1 3 1 3 6
uc007jte.2 0 0 0 0 0 0 0 0 0 0
uc007jtf.1 135 372 87 136 61 249 110 228 353 427
uc007jtg.2 524 1033 238 270 130 747 103 595 1851 3165
uc007jth.2 0 0 0 0 0 0 0 0 0 0
uc007jti.2 0 0 0 0 0 0 0 0 0 0
uc007jtj.2 0 0 0 0 0 0 0 0 0 0
uc007jtk.2 0 0 0 0 0 0 0 0 0 0
uc007jtl.1 7 7 1 7 5 16 0 12 8 27
uc007jtm.1 0 0 0 0 0 0 0 0 0 0
uc007jtn.1 8 36 5 4 5 28 12 24 35 49
uc007jto.1 242 479 77 166 158 374 166 382 506 780
uc007jtp.2 0 0 0 0 0 0 0 0 0 0
uc007jtq.2 0 0 0 0 0 0 0 0 0 0
uc007jtr.1 0 0 0 0 0 0 0 0 0 0
uc007jts.1 0 0 0 0 0 0 0 0 0 0
uc007jtt.1 5 18 4 1 0 7 1 1 2 6
uc007jtu.1 0 0 0 0 0 0 0 0 0 0
uc007jtv.2 0 0 0 0 0 0 0 0 0 0
uc007jtw.1 0 0 0 0 0 0 0 0 1 0
uc007jtx.1 0 0 0 0 0 0 0 0 0 0
uc007jty.1 0 0 0 0 0 0 0 0 0 0
uc007jtz.2 0 0 0 0 0 0 0 0 0 0
uc007jua.2 0 0 0 0 0 0 0 0 0 2
uc007jub.1 46 99 26 61 37 93 47 127 165 261
uc007juc.2 52 110 28 83 54 177 87 234 220 335
uc007jud.2 0 0 0 0 0 0 0 0 0 0
uc007jue.2 0 0 0 0 0 0 0 0 0 0
uc007juf.2 0 0 0 0 0 0 0 0 0 0
uc007jug.2 0 0 0 0 0 0 0 0 0 0
uc007juh.2 0 0 0 0 0 0 0 0 0 0
uc007jui.2 0 0 0 0 0 0 0 0 0 0
uc007juj.1 0 0 0 0 0 0 0 0 0 0
uc007juk.1 0 0 0 0 0 0 0 0 0 0
uc007jul.1 1 3 1 1 4 2 0 7 10 23
uc007jum.1 0 0 0 0 0 0 0 0 0 0
uc007jun.1 0 1 0 3 0 3 0 3 9 13
uc007juo.1 5 13 1 15 10 35 18 53 61 66
uc007jup.2 1423 2798 582 882 733 2184 993 1970 1664 2458
uc007juq.2 2 6 1 0 0 2 0 2 1 6
uc007jur.1 0 0 0 0 0 0 0 0 0 0
uc007jus.1 0 0 0 0 0 0 0 0 0 0
uc007jut.1 0 0 0 0 0 0 0 0 0 0
uc007juu.1 0 0 0 0 0 0 0 0 0 0
uc007juv.1 215 437 78 107 78 253 129 389 291 455
uc007juw.1 8 11 0 2 1 10 3 3 138 343
uc007jux.1 0 0 0 0 0 0 0 0 0 0
uc007juy.1 0 0 0 0 0 0 0 0 0 0
uc007juz.1 0 0 0 0 0 0 0 0 0 0
uc007jva.1 0 5 1 1 0 4 0 1 4 13
uc007jvb.2 19 36 9 12 4 31 5 24 25 52
uc007jvc.1 1 0 0 0 1 2 1 0 1 3
uc007jvd.1 2 3 1 2 0 2 3 2 8 5
uc007jve.2 3807 6638 1170 1352 1311 3080 2070 6149 3473 4931
uc007jvf.1 1 0 0 1 0 0 0 2 7 11
uc007jvg.1 0 0 0 0 0 0 0 0 0 0
uc007jvh.1 1 5 1 6 1 8 2 2 7 2
uc007jvi.1 0 0 0 0 0 0 0 0 0 0
uc007jvj.1 0 0 0 0 0 0 0 0 0 0
uc007jvk.1 0 0 0 0 0 0 0 0 0 0
uc007jvl.1 0 0 0 0 0 0 0 0 0 0
uc007jvm.1 0 0 0 0 0 0 0 0 0 0
uc007jvn.1 1 2 0 1 0 1 0 2 1 1
uc007jvo.1 1 0 0 0 0 1 0 0 0 1
uc007jvq.1 0 0 0 0 0 0 0 0 0 0
uc007jvr.1 740 1621 245 324 292 887 320 945 1138 1739
uc007jvs.1 1 0 0 1 0 2 0 2 2 6
uc007jvt.1 0 0 0 0 0 0 0 0 0 0
uc007jvu.1 4 4 0 1 1 9 0 10 6 8
uc007jvv.2 7768 14669 2880 3334 2921 7433 4331 12780 7574 9191
uc007jvw.2 0 0 0 0 0 0 0 0 0 0
uc007jvx.2 0 0 0 0 0 0 0 0 0 0
uc007jvy.1 0 0 0 0 0 0 0 0 0 0
uc007jvz.2 0 0 0 0 0 0 0 0 0 1
uc007jwa.2 1 0 0 0 1 2 0 4 1 3
uc007jwb.2 0 0 0 0 0 0 0 0 0 0
uc007jwc.2 0 0 0 0 0 0 0 0 0 0
uc007jwd.2 0 0 0 0 0 0 0 0 0 0
uc007jwe.2 0 0 0 0 0 0 0 0 0 0
uc007jwf.2 0 0 0 0 0 0 0 0 0 0
uc007jwg.1 0 0 0 0 0 0 0 0 1 2
uc007jwh.1 0 0 0 0 0 0 0 0 0 0
uc007jwi.1 0 0 0 1 0 0 0 0 0 1
uc007jwj.1 0 0 0 0 0 0 0 0 0 0
uc007jwk.1 2 2 0 1 0 3 0 1 7 7
uc007jwl.1 1 1 0 1 0 3 0 1 1 3
uc007jwm.1 0 0 0 0 0 0 0 0 0 0
uc007jwn.1 1 1 1 0 0 1 0 8 1 0
uc007jwo.1 33 60 13 17 13 39 22 61 65 142
uc007jwp.1 0 0 0 0 0 0 0 0 0 0
uc007jwq.2 4 8 1 5 0 9 0 19 6 28
uc007jwr.2 0 0 0 0 0 0 0 0 0 0
uc007jws.2 0 1 1 0 0 2 0 0 0 4
uc007jwt.2 0 0 0 0 0 0 0 0 0 0
uc007jwu.1 0 1 0 1 0 3 0 1 0 3
uc007jwv.1 8 5 0 4 0 6 0 8 11 11
uc007jww.1 1 0 0 0 0 0 0 0 0 0
uc007jwx.1 0 0 0 0 0 0 0 0 0 0
uc007jwy.1 0 0 0 0 0 0 0 0 0 0
uc007jwz.1 6 12 3 5 0 7 0 18 10 25
uc007jxa.1 0 0 0 0 0 0 0 0 0 0
uc007jxb.1 0 0 0 0 0 0 0 0 0 0
uc007jxc.1 0 0 0 0 0 0 0 0 0 0
uc007jxd.1 0 0 0 0 0 0 0 0 0 0
uc007jxe.1 0 0 0 0 0 0 0 0 0 0
uc007jxf.1 1428 3198 532 901 450 1850 504 5780 1673 3599
uc007jxg.1 69 105 29 32 21 56 28 92 54 113
uc007jxh.1 27 51 14 21 2 49 2 55 35 80
uc007jxi.1 0 2 0 0 0 0 0 3 0 7
uc007jxj.1 0 0 0 0 0 0 0 0 0 0
uc007jxk.1 1 0 0 0 0 0 0 0 0 0
uc007jxl.1 0 0 0 0 0 0 0 0 0 0
uc007jxm.1 6 7 0 4 7 6 5 5 10 3
uc007jxn.1 0 0 0 0 0 0 0 0 0 0
uc007jxo.1 7 14 4 17 12 33 9 18 61 89
uc007jxq.2 126 635 116 101 104 188 119 461 245 1143
uc007jxs.1 0 0 0 0 0 0 0 0 0 0
uc007jxt.1 0 0 0 0 0 0 0 0 0 0
uc007jxu.1 0 0 0 0 0 0 0 0 0 0
uc007jxv.1 0 0 0 0 0 0 0 0 0 0
uc007jxw.1 0 2 0 0 0 2 0 0 3 0
uc007jxx.1 8 16 2 9 2 11 0 12 6 15
uc007jxy.2 9 5 1 7 4 12 4 7 31 33
uc007jxz.1 237 444 71 185 177 412 220 577 619 922
uc007jya.1 0 0 0 0 0 0 0 0 0 0
uc007jyb.1 0 0 0 0 0 0 0 0 0 0
uc007jyc.1 0 0 0 0 0 0 0 0 0 0
uc007jyd.1 3 3 0 0 0 2 0 8 3 16
uc007jye.1 0 0 0 0 0 0 0 1 3 0
uc007jyf.1 0 0 0 0 0 0 0 0 1 1
uc007jyg.1 0 0 0 0 0 0 0 0 0 0
uc007jyh.1 0 0 0 0 0 0 0 0 0 0
uc007jyi.1 1 0 0 2 0 0 0 2 0 1
uc007jyj.1 741 1576 287 361 224 896 218 2395 1032 2334
uc007jyk.1 113 275 34 71 23 120 35 373 160 304
uc007jyl.1 0 0 0 0 0 0 0 0 0 0
uc007jym.2 46 89 24 1 1 4 1 13 20 25
uc007jyn.1 2 9 0 0 0 0 0 6 0 0
uc007jyo.1 0 0 0 0 0 0 0 0 0 0
uc007jyp.1 0 0 0 0 0 0 0 0 0 0
uc007jyq.2 0 0 0 0 0 0 0 0 0 0
uc007jyr.2 7 6 0 0 0 0 0 0 1 4
uc007jys.2 0 1 0 0 0 0 0 0 0 0
uc007jyt.1 16 33 11 13 5 25 13 18 5 4
uc007jyu.1 0 0 0 0 0 0 0 0 0 0
uc007jyv.1 552 1082 217 241 144 537 253 598 161 202
uc007jyw.1 0 0 0 2 0 0 0 0 0 0
uc007jyx.1 0 0 0 0 0 0 0 0 0 0
uc007jyy.1 0 0 0 0 0 0 0 0 0 0
uc007jyz.2 4 9 0 6 3 7 2 6 6 5
uc007jza.1 0 1 0 0 0 1 0 0 0 0
uc007jzb.1 0 0 0 0 0 1 0 0 0 0
uc007jzc.1 3 3 2 0 0 6 0 6 4 16
uc007jzd.1 0 0 0 0 0 0 0 0 0 0
uc007jze.1 2 4 0 1 1 1 0 7 3 8
uc007jzf.1 0 0 0 0 0 0 0 0 0 0
uc007jzg.1 9 21 1 4 0 14 2 17 21 25
uc007jzh.1 0 0 0 0 0 0 0 0 0 0
uc007jzi.2 1 4 0 1 1 3 0 2 1 3
uc007jzj.2 1 0 0 0 0 0 0 0 0 0
uc007jzk.2 1 1 0 0 0 0 0 0 0 3
uc007jzl.2 183 429 71 107 68 261 50 434 490 721
uc007jzm.2 0 0 0 0 0 0 0 0 0 0
uc007jzn.2 3 0 0 1 0 2 0 4 5 3
uc007jzo.2 0 0 0 0 0 0 0 0 0 0
uc007jzp.2 0 0 0 0 0 0 0 0 0 0
uc007jzq.2 0 3 0 1 0 0 1 2 0 0
uc007jzr.2 0 0 0 0 0 0 0 0 0 0
uc007jzs.1 0 0 0 0 1 1 1 2 2 4
uc007jzt.1 63 124 20 31 38 68 27 82 77 117
uc007jzu.2 17 23 2 6 2 19 0 24 33 55
uc007jzv.2 0 0 0 0 0 0 0 0 0 0
uc007jzw.2 4 0 1 0 0 0 0 0 1 4
uc007jzx.2 0 0 1 0 0 0 0 0 0 0
uc007jzy.2 0 0 0 0 0 0 0 0 0 0
uc007jzz.2 513 1071 171 224 117 522 195 967 651 1226
uc007kaa.2 18 26 9 13 8 15 6 19 17 23
uc007kab.2 0 0 0 0 0 0 0 0 0 0
uc007kac.1 0 0 0 0 0 0 0 0 0 0
uc007kad.1 2 5 0 0 2 11 2 4 12 19
uc007kae.1 0 0 0 0 0 0 0 0 0 0
uc007kaf.1 0 3 1 0 0 1 0 0 2 9
uc007kag.1 0 0 0 0 0 0 0 0 0 0
uc007kah.1 0 0 0 0 0 0 0 0 0 0
uc007kai.1 0 0 0 0 0 0 0 0 0 0
uc007kaj.1 0 0 0 0 0 0 0 0 0 0
uc007kak.1 0 0 0 0 0 0 0 0 0 0
uc007kal.1 3 16 5 3 1 10 1 6 39 80
uc007kam.1 3 11 2 2 0 2 0 3 17 31
uc007kan.1 1 4 1 1 0 3 0 9 5 15
uc007kao.2 0 0 0 0 0 0 0 0 2 0
uc007kap.2 0 0 0 0 0 0 0 0 0 0
uc007kas.2 0 0 0 0 0 0 0 0 0 0
uc007kat.2 0 0 0 0 0 0 0 0 0 0
uc007kau.1 0 0 0 0 0 0 0 0 0 0
uc007kav.1 0 1 0 0 0 0 0 0 0 0
uc007kaw.1 0 0 0 0 0 0 0 0 0 0
uc007kax.1 0 0 0 0 0 0 0 0 0 0
uc007kay.1 0 0 0 0 0 0 0 0 0 0
uc007kaz.2 1 0 0 0 0 0 0 0 0 0
uc007kba.2 0 0 0 0 0 0 0 0 0 0
uc007kbb.1 0 0 0 0 0 0 0 0 0 0
uc007kbc.1 0 0 0 0 0 0 0 0 0 0
uc007kbd.1 0 0 0 0 0 0 0 0 0 0
uc007kbe.1 0 0 0 0 0 0 0 0 0 0
uc007kbf.1 0 0 0 0 0 0 0 0 0 0
uc007kbg.1 0 0 0 0 0 0 0 0 0 0
uc007kbh.1 0 0 0 0 0 0 0 0 0 0
uc007kbi.1 0 0 0 0 0 0 0 0 0 0
uc007kbj.1 0 0 0 0 0 0 0 0 0 0
uc007kbk.2 0 0 0 0 0 0 0 0 0 0
uc007kbl.2 0 0 0 0 0 0 0 0 0 0
uc007kbm.1 0 0 0 0 0 0 0 0 0 0
uc007kbn.1 0 0 0 0 0 0 0 0 0 0
uc007kbo.1 0 0 0 0 0 0 0 0 0 0
uc007kbp.2 0 0 0 0 0 0 0 0 0 0
uc007kbq.1 0 0 0 0 0 0 0 0 0 0
uc007kbr.2 0 0 0 0 0 0 0 0 0 0
uc007kbs.1 0 0 0 0 0 0 0 0 0 0
uc007kbt.2 0 0 0 0 0 0 0 0 0 0
uc007kbu.1 0 0 0 0 0 0 0 0 0 0
uc007kbv.1 0 0 0 0 0 0 0 0 0 0
uc007kbw.1 0 0 0 0 0 0 0 0 0 0
uc007kbx.1 0 0 0 0 0 0 0 0 0 1
uc007kby.1 3 2 1 0 0 3 0 1 1 0
uc007kbz.1 168 326 70 165 115 360 68 256 370 526
uc007kca.1 31 26 6 6 5 13 6 10 13 8
uc007kcb.1 0 0 0 0 0 0 0 0 0 0
uc007kcc.1 0 0 0 0 0 0 0 0 0 0
uc007kcd.2 17 62 13 8 1 35 1 86 64 147
uc007kce.2 12 28 3 6 3 27 4 14 26 27
uc007kcg.1 16 27 6 13 4 25 0 27 46 101
uc007kch.1 0 0 0 0 0 0 0 0 0 0
uc007kci.1 2 3 1 3 1 2 0 12 8 10
uc007kck.1 152 320 57 112 89 278 116 260 401 409
uc007kcl.1 1 4 1 2 0 5 0 3 3 7
uc007kcm.1 0 6 0 0 0 2 0 5 1 2
uc007kcn.1 0 0 0 0 0 0 0 0 0 0
uc007kco.1 0 0 0 0 0 0 0 0 0 0
uc007kcp.1 0 0 0 0 0 0 0 0 0 0
uc007kcq.1 1 4 0 1 0 0 0 3 4 16
uc007kcr.2 0 0 0 0 0 0 0 0 0 0
uc007kcs.2 0 0 0 0 0 0 0 0 0 0
uc007kct.2 0 0 0 0 0 0 0 0 0 0
uc007kcu.2 0 0 0 0 0 0 0 0 0 0
uc007kcv.2 0 0 0 0 0 0 0 0 0 0
uc007kcw.1 0 0 0 0 0 0 0 0 0 0
uc007kcx.1 0 0 0 0 0 0 0 0 0 0
uc007kcy.1 0 0 0 0 0 0 0 0 0 0
uc007kcz.1 5 15 1 4 0 4 4 8 10 11
uc007kda.1 0 0 0 0 0 0 0 0 1 1
uc007kdb.1 0 0 0 0 0 0 0 0 0 0
uc007kdc.1 0 0 0 0 0 0 0 0 0 0
uc007kdd.1 0 0 0 0 0 0 0 0 1 0
uc007kde.2 0 0 0 0 0 0 0 0 0 1
uc007kdf.1 8 16 2 3 2 9 16 2 13 13
uc007kdg.1 130 323 48 48 35 123 106 187 226 305
uc007kdh.1 4 15 3 4 5 11 12 35 26 30
uc007kdi.2 0 0 0 0 0 0 0 0 0 0
uc007kdj.2 0 3 0 1 0 1 0 1 3 7
uc007kdk.1 3 2 0 0 0 2 0 0 0 9
uc007kdl.1 5 8 1 2 1 2 2 8 6 17
uc007kdm.1 0 0 0 0 0 0 0 0 0 0
uc007kdn.1 0 0 0 0 0 0 0 0 0 0
uc007kdo.1 0 0 0 0 0 0 0 0 0 0
uc007kdp.1 34 70 19 40 36 83 17 73 59 108
uc007kdq.1 0 0 0 0 0 1 0 0 0 0
uc007kdr.2 0 1 0 1 1 2 0 0 0 5
uc007kds.2 0 0 0 0 0 0 0 0 0 0
uc007kdt.2 0 0 0 0 0 0 0 0 0 0
uc007kdu.2 0 0 0 0 0 0 0 0 0 0
uc007kdv.1 46 82 10 15 5 32 5 21 99 175
uc007kdw.1 3 7 0 4 2 6 2 3 11 12
uc007kdx.1 5059 10490 2189 3779 2341 8041 1740 9984 9278 13674
uc007kdy.1 0 0 0 0 0 0 0 0 0 0
uc007kdz.1 0 6 2 1 1 5 0 2 8 3
uc007kea.1 0 0 0 0 0 0 0 0 0 0
uc007keb.2 0 0 0 0 0 0 0 2 1 0
uc007kec.2 0 0 0 0 0 0 0 0 0 0
uc007ked.2 0 2 1 0 3 2 1 0 6 17
uc007kee.1 0 0 0 0 0 0 0 0 0 0
uc007kef.1 2 5 1 1 0 6 3 7 6 22
uc007keg.2 1 1 0 0 0 2 1 0 0 0
uc007keh.1 0 0 0 0 0 0 0 0 0 0
uc007kei.1 0 1 0 0 0 1 0 2 0 0
uc007kej.1 0 4 0 3 2 7 1 3 5 10
uc007kek.1 0 0 0 0 0 0 0 0 0 0
uc007kel.1 0 0 0 0 0 0 0 0 0 0
uc007kem.1 5 4 2 1 2 4 7 2 4 3
uc007ken.1 5 18 0 0 0 4 0 1 8 11
uc007keo.1 1 20 1 2 1 12 0 17 20 18
uc007kep.1 0 0 0 0 0 0 0 0 0 0
uc007keq.1 4 9 2 1 0 5 0 19 5 9
uc007ker.1 0 0 0 0 0 0 0 0 0 0
uc007kes.1 0 0 0 0 0 0 0 0 0 0
uc007ket.2 618 1292 360 462 212 849 231 2187 761 1587
uc007keu.2 0 0 0 0 0 0 0 0 0 0
uc007kev.1 4 5 0 3 0 4 0 6 20 25
uc007kew.1 1 5 1 0 1 4 0 0 30 25
uc007kex.1 0 1 0 0 0 1 0 2 4 0
uc007key.2 4 9 0 3 2 7 2 17 8 33
uc007kez.2 23 40 7 33 12 31 18 64 83 151
uc007kfa.1 41 110 16 21 8 47 4 123 103 231
uc007kfb.1 3 12 0 0 2 3 1 8 12 13
uc007kfc.2 1 1 0 0 0 2 0 1 3 0
uc007kfd.1 2 1 0 0 0 1 0 1 0 11
uc007kfe.1 7 15 6 3 0 4 1 17 10 25
uc007kff.1 2 10 1 1 7 7 0 8 13 23
uc007kfg.2 9 30 6 24 6 38 4 84 79 151
uc007kfh.1 0 1 0 2 1 2 0 2 7 3
uc007kfi.2 2 0 0 0 0 2 1 0 2 1
uc007kfj.2 0 0 0 0 0 0 0 0 0 0
uc007kfk.1 0 2 0 8 2 17 0 5 0 0
uc007kfl.2 264 508 92 141 41 311 16 548 375 881
uc007kfm.2 1 4 0 1 0 2 0 8 1 2
uc007kfn.2 95 143 32 31 26 78 23 147 105 187
uc007kfo.2 624 1187 175 421 326 894 407 1256 818 1247
uc007kfp.2 7 11 1 5 4 12 1 24 5 13
uc007kfq.2 30 28 1 2 1 7 2 17 8 45
uc007kfr.1 2 2 0 1 0 0 0 0 3 0
uc007kfs.1 2 1 0 1 0 2 0 3 0 4
uc007kft.1 5 7 1 0 2 8 6 0 13 12
uc007kfu.1 0 0 0 0 0 0 0 0 0 0
uc007kfv.1 0 0 0 0 0 0 0 0 0 0
uc007kfw.1 1 3 0 2 0 4 0 5 5 9
uc007kfx.1 0 1 0 1 0 1 0 0 3 3
uc007kfy.2 0 2 0 0 2 1 1 1 4 7
uc007kfz.1 515 1091 166 273 130 493 88 807 781 1589
uc007kga.1 356 827 140 317 87 683 39 1231 1527 3251
uc007kgb.1 0 0 1 0 1 4 0 3 1 6
uc007kgc.1 0 0 0 0 0 0 0 0 0 0
uc007kgd.1 0 0 0 0 0 0 0 0 0 0
uc007kge.2 1721 3082 504 799 375 1907 364 4721 2437 4827
uc007kgf.2 0 1 0 1 2 5 1 6 34 53
uc007kgg.1 378 706 129 201 91 421 74 1388 563 1350
uc007kgh.1 20 72 14 35 8 73 8 69 74 160
uc007kgi.1 0 0 0 0 0 0 0 0 0 0
uc007kgj.1 0 0 0 0 0 1 0 0 0 1
uc007kgk.1 0 0 0 0 0 0 0 0 0 1
uc007kgl.1 4 2 1 2 3 1 3 1 3 5
uc007kgm.1 0 0 0 0 0 0 0 0 0 0
uc007kgn.1 1 3 0 2 2 17 4 13 13 19
uc007kgo.1 0 0 0 0 0 0 0 0 0 0
uc007kgp.1 0 0 0 0 0 0 0 0 0 0
uc007kgq.1 0 0 0 0 0 0 0 0 0 0
uc007kgr.1 0 0 0 0 0 0 0 0 0 0
uc007kgs.1 0 0 0 1 1 0 0 0 1 0
uc007kgt.1 0 0 0 0 0 0 0 0 0 0
uc007kgu.1 0 0 0 0 0 0 0 0 0 0
uc007kgv.1 0 0 0 0 0 0 0 0 0 0
uc007kgw.1 1 1 0 0 0 0 0 0 0 0
uc007kgx.1 0 0 0 0 0 0 0 0 0 0
uc007kgy.1 1117 2634 530 862 647 1854 1035 1510 2903 2938
uc007kgz.1 52 95 14 54 36 113 57 34 109 112
uc007kha.1 1 3 0 2 4 6 1 6 6 12
uc007khb.2 0 2 0 0 0 0 0 2 1 1
uc007khc.1 3122 6841 1259 1476 182 3431 222 8835 6838 16907
uc007khd.2 4983 11169 2100 2709 430 5919 531 15165 7056 17414
uc007khe.1 0 1 0 0 1 1 0 0 3 2
uc007khf.1 8 17 4 2 1 10 0 22 11 14
uc007khg.1 0 0 0 0 0 0 0 0 0 0
uc007khh.1 0 0 0 0 0 0 0 0 0 0
uc007khi.1 0 0 0 0 0 2 1 2 3 5
uc007khj.1 0 0 0 0 0 0 0 0 0 0
uc007khk.1 0 0 0 0 0 0 0 0 0 0
uc007khl.1 0 0 0 0 0 0 0 0 0 0
uc007khm.2 507 1130 192 326 168 730 105 860 711 1465
uc007khn.1 0 0 0 1 0 1 0 0 0 0
uc007kho.1 0 0 0 0 0 0 0 0 0 0
uc007khp.1 0 0 0 0 0 0 0 0 0 0
uc007khr.2 2 0 0 1 0 4 0 0 4 1
uc007khs.2 4 5 1 2 0 4 0 2 5 31
uc007kht.2 283 588 124 182 93 437 91 456 415 813
uc007khu.1 0 0 0 0 0 0 0 0 0 0
uc007khv.1 0 0 0 0 0 0 0 0 0 0
uc007khw.1 0 0 0 1 0 0 0 0 4 0
uc007khx.1 0 0 0 0 0 0 0 0 0 0
uc007khy.1 0 0 0 0 0 0 0 0 0 0
uc007khz.2 0 0 0 0 0 0 0 0 0 0
uc007kia.2 36 45 7 8 5 16 17 5 18 54
uc007kib.2 0 0 0 0 0 0 0 0 0 0
uc007kic.2 0 0 0 0 0 0 0 0 0 0
uc007kid.2 0 0 0 0 0 0 0 0 0 0
uc007kie.2 1 2 1 0 1 2 0 0 2 1
uc007kif.2 0 3 1 1 0 2 1 15 2 7
uc007kig.2 0 5 0 0 2 2 4 0 0 3
uc007kih.2 99 221 31 41 49 137 56 110 274 363
uc007kii.1 0 2 0 2 0 2 0 2 1 6
uc007kij.1 0 0 0 0 0 0 0 0 0 0
uc007kik.1 0 8 1 0 1 5 0 5 4 5
uc007kil.2 15703 31084 4910 10027 6787 21393 10705 44955 22379 49946
uc007kim.2 10 13 2 3 4 12 7 0 22 9
uc007kin.1 5 10 5 3 3 20 4 30 13 28
uc007kio.2 5 5 3 1 0 6 0 6 3 15
uc007kip.2 1192 2646 552 733 442 1583 369 3825 2063 3418
uc007kiq.2 254 459 60 109 67 245 59 402 494 611
uc007kir.2 4300 9360 1685 2767 1686 6007 1641 12200 8110 13205
uc007kit.1 0 0 0 1 1 4 0 2 10 13
uc007kiu.1 0 0 0 0 0 0 0 0 0 0
uc007kiv.2 1180 2314 413 685 485 1642 517 2773 1967 3626
uc007kiw.1 2 1 0 0 1 0 1 0 0 6
uc007kix.1 0 0 0 0 0 0 0 0 0 1
uc007kiy.1 3 8 0 3 0 10 0 7 2 10
uc007kiz.1 401 940 181 223 209 536 281 464 557 713
uc007kjb.1 164 252 55 110 114 267 119 283 311 439
uc007kjc.1 0 0 0 0 0 0 0 0 0 0
uc007kjd.1 0 0 0 0 0 0 0 0 0 0
uc007kje.1 0 1 0 0 0 0 0 0 0 1
uc007kjf.1 4 13 3 0 0 2 1 1 1 0
uc007kjg.2 116 250 52 86 81 227 113 204 326 398
uc007kjh.2 2 1 0 1 0 3 0 0 0 0
uc007kji.2 0 0 0 0 0 0 0 0 0 0
uc007kjj.2 0 0 0 0 0 0 0 0 0 0
uc007kjk.2 1 0 0 1 0 2 0 1 2 1
uc007kjl.1 0 0 0 0 0 0 0 0 0 0
uc007kjm.1 0 0 0 0 0 0 0 0 0 0
uc007kjn.1 270 527 78 148 74 335 50 372 404 751
uc007kjo.1 280 502 85 88 69 204 162 334 240 219
uc007kjp.1 0 0 0 0 0 3 0 0 1 1
uc007kjq.2 0 0 0 0 0 0 0 0 0 0
uc007kjr.2 0 0 0 0 0 0 0 0 1 0
uc007kjs.1 1 1 1 1 0 7 2 4 8 19
uc007kjt.1 0 0 0 0 0 0 0 0 0 0
uc007kju.1 0 0 0 0 0 0 0 0 0 0
uc007kjv.1 721 1463 246 397 270 839 232 1274 712 1401
uc007kjw.1 271 561 107 224 80 491 36 815 740 1885
uc007kjx.1 4 11 2 1 0 1 0 12 11 32
uc007kjy.1 0 0 0 0 0 0 0 0 0 0
uc007kjz.1 158 317 57 100 61 260 80 308 288 365
uc007kka.1 0 0 0 0 1 0 0 0 0 0
uc007kkb.2 58 138 15 50 28 109 41 302 199 432
uc007kkc.1 0 4 2 6 4 15 0 3 4 16
uc007kkd.2 0 0 0 0 0 0 0 0 0 0
uc007kke.2 0 0 0 0 0 0 0 0 0 0
uc007kkf.1 0 0 0 2 1 0 0 0 0 0
uc007kkg.1 5 18 4 9 9 20 17 10 18 10
uc007kkh.1 0 0 0 0 0 0 0 0 0 0
uc007kki.1 0 0 0 0 0 0 0 0 0 0
uc007kkj.1 0 0 0 0 0 0 0 0 0 0
uc007kkk.1 6 6 3 6 0 8 2 24 16 37
uc007kkl.1 138 254 42 87 25 170 9 311 344 648
uc007kkm.1 0 0 0 0 0 0 0 0 0 0
uc007kkn.2 0 0 0 0 0 0 0 0 0 0
uc007kko.1 0 0 0 0 0 0 0 0 0 0
uc007kkp.1 0 0 0 0 0 0 0 0 0 0
uc007kkq.1 0 0 0 0 0 0 0 0 0 0
uc007kkr.1 0 0 0 0 0 0 0 0 0 0
uc007kks.1 1 2 0 1 0 2 0 2 7 18
uc007kkt.1 0 0 0 0 0 0 0 0 0 0
uc007kku.1 231 404 80 338 275 709 254 666 725 1024
uc007kkv.1 1 3 0 1 0 0 0 2 0 1
uc007kkw.1 0 0 0 0 0 0 0 0 0 0
uc007kkx.2 143 321 44 215 151 502 112 351 578 951
uc007kky.1 9 17 4 2 1 7 3 7 7 9
uc007kkz.1 0 4 1 0 0 1 0 3 1 1
uc007kla.1 0 2 0 0 0 3 0 4 1 7
uc007klb.1 0 0 0 0 0 0 0 0 0 0
